skill,drift,policy,n,mean_h50,censored50,mean_h80,censored80,day60,day120,day180,day240,auc,uptime70,maintenance_cost,evaluation_cost,shock_loss,recovery_lag,hazard_proxy,nonmonotonic_index,durability_score
bottle_cap_twist,object_distribution,adaptive_recalibration,112,78.793892,0.000000,26.880818,0.000000,0.474568,0.284768,0.226765,0.161373,0.375934,0.109677,0.647962,0.051408,0.105181,26.946528,0.009270,0.022409,0.824090
bottle_cap_twist,object_distribution,calendar_recalibration,112,49.519140,0.000000,12.453480,0.000000,0.458742,0.226836,0.157316,0.065297,0.291686,0.062235,0.280368,0.033048,0.117183,50.058586,0.016746,0.114670,0.568934
bottle_cap_twist,object_distribution,conservative_fallback,112,49.508562,0.000000,17.868211,0.000000,0.361489,0.128721,0.071590,0.012289,0.245321,0.077459,0.264792,0.040392,0.116124,122.666667,0.017337,0.012444,0.328039
bottle_cap_twist,object_distribution,continual_finetuning,112,59.510133,0.000000,21.628522,0.000000,0.433311,0.214214,0.165076,0.092401,0.320890,0.066233,0.847334,0.055080,0.114094,36.627393,0.013315,0.015485,0.344028
bottle_cap_twist,object_distribution,domain_randomized,112,50.071913,0.000000,19.415089,0.000000,0.383090,0.143676,0.080773,0.012470,0.258717,0.070133,0.311520,0.029376,0.121907,122.666667,0.017185,0.012103,0.316818
bottle_cap_twist,object_distribution,ensemble_gating,112,53.291700,0.000000,20.130718,0.000000,0.407084,0.196211,0.149534,0.084941,0.304438,0.068062,0.623040,0.058752,0.113934,35.061640,0.015043,0.019698,0.420420
bottle_cap_twist,object_distribution,frozen,112,39.060891,0.000000,12.396185,0.000000,0.237716,0.021508,0.012165,0.010000,0.174177,0.040872,0.000000,0.018360,0.097292,122.666667,0.022072,0.018699,0.289526
bottle_cap_twist,object_distribution,human_repair,112,180.516576,0.000000,44.106244,0.000000,0.621970,0.474404,0.433356,0.382095,0.543625,0.174414,1.196237,0.088128,0.075145,17.625215,0.002807,0.034496,1.739935
bottle_cap_twist,object_distribution,meta_adaptation,112,114.763127,0.000000,39.243205,0.000000,0.573760,0.402688,0.365071,0.285327,0.482220,0.176669,0.897178,0.062424,0.087636,21.514899,0.005169,0.031127,1.241268
bottle_cap_twist,object_distribution,oracle_maintenance,112,241.000000,1.000000,114.363423,0.000000,0.744872,0.676610,0.670433,0.635290,0.717317,0.523648,0.965712,0.110160,0.050251,7.849028,0.001086,0.033231,3.084495
bottle_cap_twist,object_distribution,overfit_rapid_adaptation,112,85.384236,0.000000,28.979477,0.000000,0.501762,0.274532,0.195073,0.098288,0.367110,0.120343,0.389400,0.051408,0.112923,21.425234,0.009123,0.013132,1.064854
bottle_cap_twist,object_distribution,self_calibration,112,83.112902,0.000000,25.155606,0.000000,0.496745,0.303103,0.251960,0.185445,0.389152,0.085642,0.672883,0.047736,0.098039,28.609388,0.008540,0.024874,0.851958
bottle_cap_twist,object_distribution,sentinel_rehearsal,112,64.120918,0.000000,21.306945,0.000000,0.448371,0.238284,0.186174,0.121306,0.339090,0.064581,0.598118,0.047736,0.105041,29.661494,0.011952,0.016612,0.618921
bottle_cap_twist,object_distribution,tactile_servo_refresh,112,106.995933,0.000000,30.972651,0.000000,0.520959,0.358701,0.314992,0.239988,0.441633,0.129366,0.797491,0.066096,0.102115,23.676124,0.006006,0.026801,1.110007
bottle_cap_twist,object_distribution,uncertainty_rehearsal,112,101.920137,0.000000,29.709913,0.000000,0.533464,0.348281,0.293428,0.220495,0.424850,0.119737,0.747648,0.066096,0.093590,23.629246,0.006516,0.024893,1.069449
bottle_cap_twist,payload_mass_shift,active_evaluation,112,66.150826,0.000000,20.013061,0.000000,0.458400,0.243740,0.123100,0.093587,0.313366,0.067691,0.573574,0.079288,0.105123,33.104439,0.011828,0.008252,0.590696
bottle_cap_twist,payload_mass_shift,adaptive_recalibration,112,77.514443,0.000000,28.142902,0.000000,0.539473,0.349830,0.218492,0.173915,0.395797,0.113210,0.532605,0.050456,0.103533,26.887182,0.009033,0.014438,0.933101
bottle_cap_twist,payload_mass_shift,calendar_recalibration,112,72.104602,0.000000,13.180346,0.000000,0.530881,0.305512,0.160111,0.111913,0.328419,0.071725,0.263376,0.032436,0.127666,50.435978,0.010624,0.109854,0.846314
bottle_cap_twist,payload_mass_shift,conservative_fallback,112,58.338330,0.000000,18.743104,0.000000,0.426260,0.197162,0.077445,0.045046,0.274560,0.073441,0.248744,0.039644,0.108733,126.000000,0.014202,0.003647,0.465112
bottle_cap_twist,payload_mass_shift,continual_finetuning,112,73.123387,0.000000,22.904091,0.000000,0.503347,0.284655,0.157177,0.116105,0.347123,0.072746,0.696483,0.054060,0.104268,36.273646,0.010346,0.011070,0.633722
bottle_cap_twist,payload_mass_shift,domain_randomized,112,63.945146,0.000000,20.449053,0.000000,0.453665,0.219541,0.089056,0.051066,0.291800,0.065416,0.292640,0.028832,0.115391,126.000000,0.012914,0.003354,0.506526
bottle_cap_twist,payload_mass_shift,ensemble_gating,112,70.627511,0.000000,21.177657,0.000000,0.473739,0.263765,0.141327,0.106855,0.327989,0.066250,0.512120,0.057664,0.104140,34.709039,0.010810,0.007541,0.703892
bottle_cap_twist,payload_mass_shift,frozen,112,41.389273,0.000000,13.162980,0.000000,0.321146,0.103263,0.011792,0.010335,0.197378,0.067429,0.000000,0.018020,0.099854,126.000000,0.020797,0.012511,0.363153
bottle_cap_twist,payload_mass_shift,human_repair,112,163.323220,0.000000,47.206380,0.000000,0.667357,0.526064,0.418649,0.375343,0.549332,0.194477,0.983270,0.086496,0.086452,18.032286,0.003065,0.032889,1.750770
bottle_cap_twist,payload_mass_shift,meta_adaptation,112,138.355287,0.000000,40.775172,0.000000,0.627646,0.460668,0.355261,0.289067,0.495750,0.180807,0.737453,0.061268,0.084351,21.396638,0.004229,0.020217,1.596315
bottle_cap_twist,payload_mass_shift,oracle_maintenance,112,241.000000,1.000000,123.138595,0.000000,0.768423,0.705518,0.650150,0.606380,0.711420,0.512446,0.907184,0.108120,0.042955,7.586363,0.001104,0.020491,3.113662
bottle_cap_twist,payload_mass_shift,overfit_rapid_adaptation,112,80.918070,0.000000,30.801376,0.000000,0.562783,0.346552,0.197767,0.121071,0.390412,0.127716,0.365800,0.050456,0.108432,21.263545,0.009346,0.003865,1.093052
bottle_cap_twist,payload_mass_shift,self_calibration,112,78.428879,0.000000,27.869310,0.000000,0.558614,0.363429,0.237367,0.191429,0.405845,0.102147,0.553090,0.046852,0.097778,28.599993,0.008734,0.014174,0.937509
bottle_cap_twist,payload_mass_shift,sentinel_rehearsal,112,74.115960,0.000000,22.507300,0.000000,0.514138,0.304387,0.178224,0.137482,0.359822,0.068272,0.491635,0.046852,0.102200,29.559188,0.009902,0.010446,0.826000
bottle_cap_twist,payload_mass_shift,tactile_servo_refresh,112,111.780502,0.000000,32.742522,0.000000,0.584615,0.422237,0.307460,0.246238,0.459352,0.137950,0.655514,0.064872,0.087642,23.155114,0.005669,0.019718,1.305573
bottle_cap_twist,payload_mass_shift,uncertainty_rehearsal,112,102.262453,0.000000,31.191295,0.000000,0.593900,0.411093,0.285706,0.229518,0.443118,0.126353,0.614544,0.064872,0.087398,23.406324,0.006340,0.012010,1.209915
bottle_cap_twist,sensor_bias,active_evaluation,112,63.891798,0.000000,22.371052,0.000000,0.445418,0.285083,0.164950,0.115006,0.342059,0.066148,0.545821,0.078166,0.120013,33.640464,0.011960,0.002125,0.624402
bottle_cap_twist,sensor_bias,adaptive_recalibration,112,99.949854,0.000000,30.935600,0.000000,0.526867,0.390511,0.264139,0.200893,0.425756,0.125824,0.506834,0.049742,0.106826,27.005745,0.006752,0.009426,1.213234
bottle_cap_twist,sensor_bias,calendar_recalibration,112,59.831782,0.000000,14.788509,0.000000,0.511940,0.348874,0.207754,0.142835,0.357219,0.104611,0.250632,0.031977,0.079571,48.704555,0.012572,0.101926,0.870931
bottle_cap_twist,sensor_bias,conservative_fallback,112,57.187756,0.000000,21.048308,0.000000,0.419840,0.237034,0.114515,0.067856,0.302314,0.066165,0.236708,0.039083,0.126323,143.500000,0.014052,0.001884,0.446209
bottle_cap_twist,sensor_bias,continual_finetuning,112,79.592762,0.000000,25.649578,0.000000,0.491050,0.329140,0.207189,0.143510,0.378768,0.097232,0.662782,0.053295,0.115877,36.691588,0.009228,0.001328,0.780542
bottle_cap_twist,sensor_bias,domain_randomized,112,62.229127,0.000000,22.992673,0.000000,0.442674,0.261883,0.130555,0.077670,0.321050,0.072170,0.278480,0.028424,0.129698,143.500000,0.012817,0.001714,0.501461
bottle_cap_twist,sensor_bias,ensemble_gating,112,70.915700,0.000000,23.632721,0.000000,0.464612,0.306873,0.185744,0.129727,0.358595,0.079799,0.487340,0.056848,0.116950,35.170195,0.010537,0.005036,0.776555
bottle_cap_twist,sensor_bias,frozen,112,46.358013,0.000000,14.892016,0.000000,0.303403,0.136974,0.035435,0.016232,0.217826,0.088622,0.000000,0.017765,0.127973,143.500000,0.018471,0.007244,0.392714
bottle_cap_twist,sensor_bias,human_repair,112,208.581634,0.008929,50.871710,0.000000,0.651229,0.560651,0.462472,0.404775,0.577277,0.206272,0.935693,0.085272,0.056112,16.940034,0.002263,0.021022,2.280857
bottle_cap_twist,sensor_bias,meta_adaptation,112,140.489539,0.000000,43.991995,0.000000,0.612652,0.498494,0.401433,0.320415,0.525284,0.171290,0.701770,0.060401,0.085226,21.428132,0.003930,0.018357,1.683577
bottle_cap_twist,sensor_bias,oracle_maintenance,112,241.000000,1.000000,137.532495,0.000000,0.755544,0.724632,0.676961,0.622731,0.728223,0.574495,0.863288,0.106590,0.036608,7.357880,0.001038,0.017827,3.233432
bottle_cap_twist,sensor_bias,overfit_rapid_adaptation,112,104.693348,0.000000,34.507496,0.000000,0.548847,0.392567,0.253540,0.162548,0.426440,0.151106,0.348100,0.049742,0.112279,21.402057,0.006802,0.001527,1.398827
bottle_cap_twist,sensor_bias,self_calibration,112,105.040023,0.000000,33.011947,0.000000,0.545218,0.405281,0.285707,0.218899,0.435984,0.133639,0.526327,0.046189,0.093974,28.463072,0.006242,0.012384,1.279286
bottle_cap_twist,sensor_bias,sentinel_rehearsal,112,84.795533,0.000000,26.649936,0.000000,0.502304,0.346293,0.223145,0.162144,0.390093,0.098205,0.467846,0.046189,0.102811,29.581179,0.008444,0.002372,1.016846
bottle_cap_twist,sensor_bias,tactile_servo_refresh,112,132.028197,0.000000,36.044634,0.000000,0.568898,0.458723,0.351585,0.272548,0.486545,0.152353,0.623795,0.063954,0.083617,23.010217,0.004557,0.015922,1.574188
bottle_cap_twist,sensor_bias,uncertainty_rehearsal,112,123.890172,0.000000,34.068928,0.000000,0.579436,0.449319,0.330476,0.256917,0.471665,0.143666,0.584808,0.063954,0.091530,23.555096,0.004993,0.009242,1.486329
bottle_cap_twist,tactile_taxel_wear,active_evaluation,112,46.293872,0.000000,17.248342,0.000000,0.367427,0.207863,0.109027,0.050909,0.269623,0.079485,0.676659,0.080036,0.111425,33.331308,0.018213,0.016804,0.266761
bottle_cap_twist,tactile_taxel_wear,adaptive_recalibration,112,73.888267,0.000000,25.017156,0.000000,0.467256,0.316204,0.201775,0.135137,0.357674,0.098699,0.628326,0.050932,0.098770,26.715721,0.010278,0.020723,0.758935
bottle_cap_twist,tactile_taxel_wear,calendar_recalibration,112,44.922974,0.000000,11.237517,0.000000,0.440438,0.264681,0.134132,0.046845,0.276534,0.019506,0.271872,0.032742,0.126210,46.325403,0.018887,0.120571,0.472012
bottle_cap_twist,tactile_taxel_wear,conservative_fallback,112,44.670570,0.000000,16.275433,0.000000,0.343872,0.163331,0.060735,0.011152,0.234564,0.083427,0.256768,0.040018,0.107871,116.000000,0.019287,0.008393,0.300606
bottle_cap_twist,tactile_taxel_wear,continual_finetuning,112,55.926900,0.000000,19.785301,0.000000,0.416958,0.248388,0.142789,0.070568,0.303439,0.069378,0.821658,0.054570,0.114876,36.655524,0.014607,0.018094,0.301318
bottle_cap_twist,tactile_taxel_wear,domain_randomized,112,45.715408,0.000000,17.756080,0.000000,0.365655,0.182475,0.068536,0.010817,0.247641,0.077091,0.302080,0.029104,0.113184,116.000000,0.018880,0.008264,0.295375
bottle_cap_twist,tactile_taxel_wear,ensemble_gating,112,49.394913,0.000000,18.193110,0.000000,0.386751,0.227103,0.125807,0.063693,0.284798,0.076020,0.604160,0.058208,0.110598,34.941520,0.016784,0.014674,0.374480
bottle_cap_twist,tactile_taxel_wear,frozen,112,35.367613,0.000000,11.296815,0.000000,0.220951,0.078837,0.010702,0.010000,0.165077,0.015763,0.000000,0.018190,0.092595,116.000000,0.024363,0.018044,0.239980
bottle_cap_twist,tactile_taxel_wear,human_repair,112,135.983022,0.000000,40.565580,0.000000,0.616199,0.493317,0.393979,0.334573,0.514591,0.161681,1.159987,0.087312,0.079288,17.774369,0.004192,0.038013,1.299100
bottle_cap_twist,tactile_taxel_wear,meta_adaptation,112,116.439267,0.000000,33.541134,0.000000,0.566218,0.422434,0.327006,0.242318,0.455323,0.141961,0.869990,0.061846,0.087767,21.519626,0.005538,0.029638,1.198915
bottle_cap_twist,tactile_taxel_wear,oracle_maintenance,112,241.000000,1.000000,112.908711,0.000000,0.746814,0.687381,0.636443,0.587621,0.695033,0.463699,0.936448,0.109140,0.045975,7.695097,0.001289,0.026551,3.019667
bottle_cap_twist,tactile_taxel_wear,overfit_rapid_adaptation,112,78.525114,0.000000,26.507558,0.000000,0.490249,0.304700,0.170107,0.074422,0.346307,0.103710,0.377600,0.050932,0.109368,21.297237,0.010240,0.010713,0.964549
bottle_cap_twist,tactile_taxel_wear,self_calibration,112,75.676693,0.000000,21.898228,0.000000,0.484164,0.330665,0.222892,0.153746,0.368600,0.066949,0.652493,0.047294,0.100589,28.701216,0.009775,0.018245,0.745100
bottle_cap_twist,tactile_taxel_wear,sentinel_rehearsal,112,59.991973,0.000000,19.774507,0.000000,0.437961,0.273043,0.165797,0.100836,0.322823,0.069078,0.579994,0.047294,0.106963,29.730653,0.013229,0.016749,0.568077
bottle_cap_twist,tactile_taxel_wear,tactile_servo_refresh,112,98.719938,0.000000,28.902343,0.000000,0.513216,0.383188,0.283041,0.204513,0.417669,0.118890,0.773325,0.065484,0.097071,23.494549,0.006902,0.026302,1.006835
bottle_cap_twist,tactile_taxel_wear,uncertainty_rehearsal,112,91.440815,0.000000,27.397352,0.000000,0.525201,0.371963,0.259975,0.184472,0.402328,0.112172,0.724992,0.065484,0.094307,23.655056,0.007716,0.019695,0.944686
cable_routing,camera_extrinsic,active_evaluation,112,62.176180,0.000000,18.993651,0.000000,0.436826,0.227616,0.105648,0.085004,0.297743,0.076405,0.612147,0.076593,0.103570,33.048523,0.012543,0.005462,0.510605
cable_routing,camera_extrinsic,adaptive_recalibration,112,73.804126,0.000000,27.229543,0.000000,0.521966,0.335738,0.200686,0.162851,0.381378,0.098688,0.568422,0.048741,0.090579,26.420832,0.009495,0.018025,0.850569
cable_routing,camera_extrinsic,calendar_recalibration,112,68.968787,0.000000,12.585307,0.000000,0.516274,0.293639,0.147563,0.103781,0.316263,0.041633,0.281088,0.031334,0.127865,50.443153,0.011140,0.111055,0.759085
cable_routing,camera_extrinsic,conservative_fallback,112,56.048109,0.000000,18.019062,0.000000,0.409948,0.186238,0.068897,0.041744,0.264125,0.079958,0.265472,0.038296,0.108198,126.000000,0.014683,0.003451,0.421090
cable_routing,camera_extrinsic,continual_finetuning,112,68.973065,0.000000,22.007693,0.000000,0.486226,0.271941,0.138758,0.107085,0.333723,0.064912,0.743322,0.052223,0.104301,36.274830,0.010949,0.008215,0.534177
cable_routing,camera_extrinsic,domain_randomized,112,61.959405,0.000000,19.861220,0.000000,0.438855,0.210903,0.082663,0.049483,0.282992,0.072891,0.312320,0.027852,0.113961,126.000000,0.013146,0.003098,0.467499
cable_routing,camera_extrinsic,ensemble_gating,112,65.727227,0.000000,20.292377,0.000000,0.458028,0.251552,0.125796,0.098758,0.315643,0.071029,0.546560,0.055704,0.102490,34.649645,0.011644,0.011975,0.620557
cable_routing,camera_extrinsic,frozen,112,39.302788,0.000000,12.481480,0.000000,0.302565,0.095200,0.011349,0.010623,0.189144,0.034089,0.000000,0.017408,0.096646,126.000000,0.021678,0.012200,0.304759
cable_routing,camera_extrinsic,human_repair,112,158.870413,0.000000,44.626146,0.000000,0.652257,0.511011,0.394867,0.356158,0.533399,0.169903,1.049395,0.083556,0.066293,17.306531,0.003183,0.028206,1.636772
cable_routing,camera_extrinsic,meta_adaptation,112,131.619423,0.000000,39.551263,0.000000,0.613623,0.446961,0.334322,0.274309,0.480302,0.164162,0.787046,0.059185,0.082589,21.333206,0.004501,0.030133,1.462371
cable_routing,camera_extrinsic,oracle_maintenance,112,241.000000,1.000000,117.108097,0.000000,0.753376,0.689408,0.624016,0.583726,0.693958,0.435403,0.968192,0.104445,0.041618,7.538264,0.001150,0.020717,2.977704
cable_routing,camera_extrinsic,overfit_rapid_adaptation,112,78.079506,0.000000,29.185131,0.000000,0.543075,0.329123,0.176456,0.108295,0.373800,0.108561,0.390400,0.048741,0.108147,21.253309,0.009738,0.002703,1.005901
cable_routing,camera_extrinsic,self_calibration,112,75.723307,0.000000,26.019078,0.000000,0.543775,0.351403,0.219090,0.180478,0.393053,0.078670,0.590285,0.045259,0.098082,28.610939,0.009058,0.019516,0.845118
cable_routing,camera_extrinsic,sentinel_rehearsal,112,69.372591,0.000000,21.466190,0.000000,0.494704,0.288430,0.159048,0.126307,0.344424,0.067783,0.524698,0.045259,0.099860,29.474969,0.010583,0.007724,0.735757
cable_routing,camera_extrinsic,tactile_servo_refresh,112,103.640516,0.000000,31.147940,0.000000,0.563361,0.401152,0.279193,0.225942,0.438745,0.123059,0.699597,0.062667,0.099762,23.591448,0.006175,0.021238,1.141619
cable_routing,camera_extrinsic,uncertainty_rehearsal,112,99.864607,0.000000,30.193096,0.000000,0.579588,0.397853,0.266378,0.216202,0.429469,0.119475,0.655872,0.062667,0.088230,23.436295,0.006539,0.012479,1.129730
cable_routing,compliance_drift,active_evaluation,112,51.193805,0.000000,15.758573,0.000000,0.380673,0.175844,0.084843,0.030994,0.245222,0.089392,0.768410,0.078771,0.097558,32.656385,0.016639,0.021893,0.227027
cable_routing,compliance_drift,adaptive_recalibration,112,64.224670,0.000000,22.881544,0.000000,0.471927,0.280512,0.172368,0.110717,0.329163,0.066472,0.713523,0.050127,0.089413,26.378851,0.012126,0.026599,0.544622
cable_routing,compliance_drift,calendar_recalibration,112,54.476955,0.000000,10.436299,0.000000,0.460814,0.229399,0.101795,0.019344,0.252384,0.009231,0.308736,0.032224,0.107998,44.251925,0.016004,0.124701,0.502978
cable_routing,compliance_drift,conservative_fallback,112,45.665227,0.000000,14.701992,0.000000,0.349013,0.131087,0.035153,0.010000,0.212027,0.080597,0.291584,0.039385,0.081721,104.333333,0.018701,0.010646,0.296297
cable_routing,compliance_drift,continual_finetuning,112,59.721409,0.000000,18.124608,0.000000,0.428757,0.211961,0.111994,0.043517,0.274534,0.079780,0.933069,0.053707,0.099846,34.826850,0.014048,0.020669,0.234179
cable_routing,compliance_drift,domain_randomized,112,50.041551,0.000000,16.146162,0.000000,0.377371,0.150175,0.042411,0.010000,0.226221,0.086073,0.343040,0.028644,0.088156,104.333333,0.017096,0.009633,0.327663
cable_routing,compliance_drift,ensemble_gating,112,54.513926,0.000000,16.707476,0.000000,0.400994,0.196194,0.101963,0.044290,0.260977,0.084558,0.686080,0.057288,0.096879,33.660648,0.015529,0.024634,0.344695
cable_routing,compliance_drift,frozen,112,32.415318,0.000000,10.464265,0.000000,0.247039,0.055651,0.010000,0.010000,0.155183,0.009649,0.000000,0.017902,0.061731,104.333333,0.026263,0.017375,0.247957
cable_routing,compliance_drift,human_repair,112,132.329113,0.000000,35.174062,0.000000,0.614050,0.460589,0.363865,0.307642,0.486546,0.136303,1.317274,0.085932,0.065324,17.271673,0.004405,0.044278,1.099840
cable_routing,compliance_drift,meta_adaptation,112,102.775468,0.000000,28.915703,0.000000,0.566842,0.387516,0.295364,0.215064,0.425459,0.112064,0.987955,0.060868,0.084120,21.388319,0.006613,0.039087,0.919692
cable_routing,compliance_drift,oracle_maintenance,112,241.000000,1.000000,65.109381,0.000000,0.732842,0.661786,0.612323,0.565233,0.670069,0.308733,1.063424,0.107415,0.051191,7.882868,0.001375,0.030660,2.750902
cable_routing,compliance_drift,overfit_rapid_adaptation,112,64.629055,0.000000,24.116911,0.000000,0.492412,0.264232,0.131296,0.037207,0.312712,0.071705,0.428800,0.050127,0.102690,21.056836,0.012998,0.018154,0.724583
cable_routing,compliance_drift,self_calibration,112,64.593418,0.000000,19.984849,0.000000,0.489869,0.292871,0.191950,0.129020,0.338395,0.072913,0.740966,0.046546,0.090264,28.329508,0.011704,0.025626,0.546151
cable_routing,compliance_drift,sentinel_rehearsal,112,61.603965,0.000000,17.856960,0.000000,0.442009,0.233829,0.134469,0.075697,0.291884,0.080788,0.658637,0.046546,0.095530,29.319071,0.013232,0.023005,0.494963
cable_routing,compliance_drift,tactile_servo_refresh,112,72.080940,0.000000,26.940077,0.000000,0.515273,0.347423,0.252415,0.180101,0.388107,0.103673,0.878182,0.064449,0.083493,23.005757,0.009899,0.026246,0.642873
cable_routing,compliance_drift,uncertainty_rehearsal,112,70.009330,0.000000,25.647015,0.000000,0.529106,0.338304,0.231456,0.161149,0.374407,0.088728,0.823296,0.064449,0.086486,23.373495,0.010476,0.025875,0.622356
cable_routing,compound_shock,active_evaluation,112,33.031804,0.000000,13.342285,0.000000,0.290719,0.105189,0.030223,0.010000,0.195591,0.057928,0.820646,0.080223,0.113211,31.574085,0.025861,0.027865,-0.098558
cable_routing,compound_shock,adaptive_recalibration,112,51.767688,0.000000,18.499853,0.000000,0.397221,0.219580,0.128772,0.079855,0.283754,0.080323,0.850637,0.051051,0.123497,26.834052,0.015916,0.030890,0.236655
cable_routing,compound_shock,calendar_recalibration,112,35.296985,0.000000,9.077578,0.000000,0.354569,0.130097,0.017281,0.010000,0.186939,0.014949,0.327168,0.032818,0.109974,44.071367,0.024100,0.141200,0.206224
cable_routing,compound_shock,conservative_fallback,112,31.754269,0.000000,12.427085,0.000000,0.253207,0.049473,0.010000,0.010000,0.165992,0.033513,0.308992,0.040112,0.101719,119.000000,0.026863,0.016161,-0.016625
cable_routing,compound_shock,continual_finetuning,112,36.665346,0.000000,15.549252,0.000000,0.343630,0.146163,0.062208,0.011658,0.228939,0.087363,1.103543,0.054697,0.124766,34.147087,0.023377,0.024532,-0.187126
cable_routing,compound_shock,domain_randomized,112,32.265985,0.000000,13.631627,0.000000,0.273638,0.057577,0.010000,0.010000,0.174173,0.062647,0.363520,0.029172,0.105910,119.000000,0.026397,0.015634,-0.010505
cable_routing,compound_shock,ensemble_gating,112,34.330768,0.000000,14.110447,0.000000,0.309251,0.124828,0.048202,0.010780,0.209461,0.076886,0.789520,0.058344,0.121406,32.943691,0.024974,0.031722,-0.026739
cable_routing,compound_shock,frozen,112,27.312274,0.000000,9.003529,0.000000,0.136882,0.010000,0.010000,0.010000,0.119797,0.014904,0.000000,0.018233,0.085287,119.000000,0.031260,0.025000,0.086571
cable_routing,compound_shock,human_repair,112,99.070664,0.000000,29.938835,0.000000,0.572445,0.424938,0.337187,0.290258,0.457674,0.096016,1.570406,0.087516,0.105133,18.704792,0.006404,0.039720,0.498506
cable_routing,compound_shock,meta_adaptation,112,84.983691,0.000000,24.827523,0.000000,0.509978,0.337515,0.255601,0.186876,0.386199,0.084013,1.177805,0.061991,0.105149,22.145369,0.008315,0.037836,0.512855
cable_routing,compound_shock,oracle_maintenance,112,241.000000,1.000000,87.105760,0.000000,0.729833,0.668346,0.624981,0.583941,0.672911,0.348092,1.126912,0.109395,0.065122,8.384390,0.001359,0.040734,2.730306
cable_routing,compound_shock,overfit_rapid_adaptation,112,58.320353,0.000000,20.534944,0.000000,0.425483,0.205795,0.084794,0.010882,0.269185,0.070039,0.454400,0.051051,0.118188,21.614751,0.014669,0.023135,0.556584
cable_routing,compound_shock,self_calibration,112,50.696686,0.000000,16.847846,0.000000,0.415789,0.234176,0.151506,0.103249,0.295364,0.085266,0.883354,0.047404,0.115317,28.000739,0.015917,0.031924,0.234538
cable_routing,compound_shock,sentinel_rehearsal,112,39.988063,0.000000,15.093655,0.000000,0.360956,0.169870,0.088692,0.042162,0.244555,0.086905,0.785203,0.047404,0.128511,29.102596,0.021363,0.029078,0.104712
cable_routing,compound_shock,tactile_servo_refresh,112,74.218622,0.000000,23.276002,0.000000,0.455471,0.300773,0.220480,0.162866,0.353851,0.072742,1.046938,0.065637,0.104613,23.759659,0.010008,0.031722,0.436374
cable_routing,compound_shock,uncertainty_rehearsal,112,68.237199,0.000000,21.392730,0.000000,0.466340,0.283421,0.189580,0.131692,0.332820,0.070524,0.981504,0.065637,0.112737,24.280945,0.011383,0.028807,0.381041
cable_routing,controller_latency,active_evaluation,112,66.874164,0.000000,20.226131,0.000000,0.453697,0.230133,0.152400,0.089099,0.312910,0.072653,0.607130,0.076411,0.084718,32.369846,0.011588,0.015382,0.598490
cable_routing,controller_latency,adaptive_recalibration,112,89.273216,0.000000,28.356270,0.000000,0.535613,0.335266,0.237852,0.168333,0.393699,0.112430,0.563763,0.048625,0.079441,26.019875,0.007801,0.018426,1.037367
cable_routing,controller_latency,calendar_recalibration,112,72.836634,0.000000,13.277000,0.000000,0.527189,0.295487,0.200045,0.110201,0.332821,0.050328,0.278784,0.031259,0.114950,49.978193,0.010465,0.109250,0.844693
cable_routing,controller_latency,conservative_fallback,112,59.800418,0.000000,19.200862,0.000000,0.427638,0.197173,0.114830,0.048538,0.282611,0.076251,0.263296,0.038206,0.088783,101.000000,0.013613,0.008016,0.565592
cable_routing,controller_latency,continual_finetuning,112,78.902059,0.000000,23.251779,0.000000,0.501854,0.269909,0.188153,0.112797,0.348638,0.066209,0.737229,0.052099,0.091606,35.817827,0.009550,0.010831,0.667623
cable_routing,controller_latency,domain_randomized,112,64.954117,0.000000,20.738082,0.000000,0.451955,0.216440,0.128533,0.053469,0.298420,0.069226,0.309760,0.027786,0.095502,101.000000,0.012486,0.006616,0.599265
cable_routing,controller_latency,ensemble_gating,112,72.565763,0.000000,21.466613,0.000000,0.473998,0.252927,0.171550,0.103552,0.330805,0.067510,0.542080,0.055572,0.087879,34.123652,0.010481,0.009686,0.723299
cable_routing,controller_latency,frozen,112,42.118637,0.000000,13.421812,0.000000,0.323192,0.100821,0.053017,0.010854,0.207415,0.059169,0.000000,0.017366,0.075768,101.000000,0.020235,0.011682,0.464700
cable_routing,controller_latency,human_repair,112,178.090055,0.000000,48.230441,0.000000,0.663267,0.509853,0.423355,0.367446,0.545598,0.182230,1.040794,0.083358,0.065688,17.284780,0.002787,0.025841,1.848272
cable_routing,controller_latency,meta_adaptation,112,134.667596,0.000000,41.016245,0.000000,0.622289,0.444125,0.365588,0.282907,0.490785,0.175132,0.780595,0.059045,0.077344,21.144397,0.004325,0.014714,1.527239
cable_routing,controller_latency,oracle_maintenance,112,241.000000,1.000000,95.892043,0.000000,0.758687,0.682063,0.631832,0.591161,0.695634,0.401613,0.960256,0.104197,0.040392,7.494126,0.001137,0.020694,2.958784
cable_routing,controller_latency,overfit_rapid_adaptation,112,92.730029,0.000000,31.359398,0.000000,0.560902,0.335085,0.216811,0.120958,0.390339,0.125156,0.387200,0.048625,0.095930,20.813475,0.008010,0.003656,1.195185
cable_routing,controller_latency,self_calibration,112,92.551535,0.000000,28.288523,0.000000,0.553423,0.345249,0.255159,0.183887,0.401866,0.087626,0.585446,0.045152,0.086570,28.196528,0.007350,0.013640,1.034434
